,County,State,Rank,Population,latitude,longitude
1192,York County,ME,320,"199,005",43.45694918,-70.69559613
1231,Alcona County,MI,2386,"10,635",44.66625744,-83.52649444
1232,Alger County,MI,2471,"9,541",46.3934516,-86.7490329
1233,Allegan County,MI,536,"112,039",42.61292635,-85.85039724
1234,Alpena County,MI,1445,"29,234",44.9961038,-83.6140422
1235,Antrim County,MI,1667,"23,406",45.00950922,-85.23028867
1236,Arenac County,MI,2075,"15,477",44.0673155,-83.8263195
1237,Baraga County,MI,2551,"8,683",46.7340556,-88.41639
1238,Barry County,MI,875,"58,990",42.62232867,-85.31580533
1239,Bay County,MI,557,"106,935",43.68459222,-83.97444911
1240,Benzie County,MI,1955,"17,465",44.63093071,-86.04827443
1241,Berrien County,MI,404,"156,067",41.95972913,-86.47892204
1242,Branch County,MI,1088,"43,868",41.9255605,-85.07643867
1243,Calhoun County,MI,464,"135,099",42.20007756,-85.03720578
1244,Cass County,MI,951,"52,242",41.900617,-85.92269071
1245,Charlevoix County,MI,1561,"26,023",45.33385014,-85.14502186
1246,Cheboygan County,MI,1570,"25,835",45.4826279,-84.5523871
1247,Chippewa County,MI,1198,"38,917",46.27686725,-84.571225
1248,Clare County,MI,1415,"30,753",43.960998,-84.848807
1249,Clinton County,MI,720,"76,001",42.9577838,-84.6275594
1250,Crawford County,MI,2175,"14,009",44.7392575,-84.6553925
1251,Delta County,MI,1251,"36,884",45.8689659,-86.9913703
1252,Dickinson County,MI,1554,"26,220",45.95430764,-87.88457436
1253,Eaton County,MI,549,"108,008",42.62726345,-84.85266673
1254,Emmet County,MI,1359,"32,915",45.5314293,-84.9045326
1255,Genesee County,MI,163,"418,408",42.98451853,-83.71647112
1256,Gladwin County,MI,1587,"25,484",43.95554933,-84.36462533
1257,Gogebic County,MI,2040,"16,084",46.41129033,-89.81429633
1258,Grand Traverse County,MI,642,"89,112",44.69569056,-85.55941922
1259,Gratiot County,MI,1129,"42,063",43.2887602,-84.61675507
1260,Hillsdale County,MI,1044,"46,229",41.90951313,-84.54916325
1261,Houghton County,MI,1261,"36,520",47.03797506,-88.60357994
1262,Huron County,MI,1377,"32,463",43.85070614,-83.06856657
1263,Ingham County,MI,235,"281,723",42.61584625,-84.39347767
1264,Ionia County,MI,822,"63,941",42.97206754,-85.04919046
1265,Iosco County,MI,1596,"25,357",44.34201286,-83.68765429
1266,Iron County,MI,2324,"11,587",46.10349243,-88.51582857
1267,Isabella County,MI,757,"70,617",43.60670667,-84.87103333
1268,Jackson County,MI,393,"160,309",42.23681194,-84.437726
1269,Kalamazoo County,MI,260,"254,580",42.241775,-85.4531435
1270,Kalkaska County,MI,1971,"17,099",44.711824,-85.19880833
1271,Kent County,MI,106,"614,462",43.03317007,-85.56586967
1272,Keweenaw County,MI,3036,"2,215",47.351352,-88.25944725
1273,Lake County,MI,2328,"11,498",43.978375,-85.81480367
1274,Lapeer County,MI,647,"88,173",43.08023825,-83.24082783
1275,Leelanau County,MI,1749,"21,607",44.95425678,-85.78305967
1276,Lenawee County,MI,593,"98,987",41.91200605,-84.06624495
1277,Livingston County,MI,345,"182,838",42.56644256,-83.90911767
1278,Luce County,MI,2721,"6,522",46.4038755,-85.587065
1279,Mackinac County,MI,2350,"11,137",46.0433485,-85.0371487
1280,Macomb County,MI,62,"847,383",42.62996853,-82.92985421
1281,Manistee County,MI,1618,"24,672",44.3481616,-86.1149178
1282,Marquette County,MI,782,"67,906",46.47618867,-87.66342792
1283,Mason County,MI,1460,"28,680",43.98720283,-86.215009
1284,Mecosta County,MI,1102,"43,318",43.66074944,-85.31328022
1285,Menominee County,MI,1653,"23,815",45.55829329,-87.525185
1286,Midland County,MI,667,"83,822",43.7212392,-84.4087638
1287,Missaukee County,MI,2104,"15,031",44.30510175,-85.059319
1288,Monroe County,MI,419,"151,048",41.89946624,-83.53845765
1289,Montcalm County,MI,826,"63,097",43.32251483,-85.15028111
1290,Montmorency County,MI,2473,"9,476",45.00108867,-84.13810933
1291,Muskegon County,MI,365,"170,182",43.307462,-86.10296656
1292,Newaygo County,MI,1014,"47,959",43.58118683,-85.82533533
1293,Oakland County,MI,32,"1,220,657",42.60942922,-83.32729739
1294,Oceana County,MI,1549,"26,310",43.65107825,-86.29564988
1295,Ogemaw County,MI,1758,"21,437",44.35526783,-84.09573
1296,Ontonagon County,MI,2730,"6,413",46.65333344,-89.27606278
1297,Osceola County,MI,1676,"23,276",43.99587557,-85.32374114
1298,Oscoda County,MI,2557,"8,592",44.68286325,-84.0740265
1299,Otsego County,MI,1643,"24,020",45.005099,-84.617216
1300,Ottawa County,MI,246,"269,099",42.97510794,-86.02721394
1301,Presque Isle County,MI,2233,"13,129",45.33730567,-83.81686717
1302,Roscommon County,MI,1638,"24,106",44.36136167,-84.6593835
1303,Saginaw County,MI,323,"198,353",43.34000492,-84.04338731
1304,St. Clair County,MI,391,"160,644",42.88601218,-82.64926205
1305,St. Joseph County,MI,851,"60,796",41.9246027,-85.4553998
1306,Sanilac County,MI,1126,"42,268",43.42930229,-82.78133794
1307,Schoolcraft County,MI,2576,"8,343",45.98802567,-86.32149733
1308,Shiawassee County,MI,768,"69,232",42.9125215,-84.13939008
1309,Tuscola County,MI,915,"54,662",43.46018869,-83.45984356
1310,Van Buren County,MI,725,"75,454",42.29550807,-86.02747
1311,Washtenaw County,MI,189,"350,946",42.24308573,-83.78509536
1312,Wayne County,MI,18,"1,792,365",42.27003952,-83.28772204
1313,Wexford County,MI,1369,"32,608",44.363721,-85.61911117
1314,Aitkin County,MN,2051,"15,927",46.5837925,-93.41620813
1315,Anoka County,MN,194,"336,414",45.26882014,-93.27121814
1316,Becker County,MN,1354,"33,000",46.9161476,-95.7027751
1317,Beltrami County,MN,1060,"45,375",47.7481018,-94.6614692
1318,Benton County,MN,1200,"38,865",45.697313,-93.9971886
1319,Big Stone County,MN,2829,"5,164",45.459999,-96.4833198
1320,Blue Earth County,MN,809,"65,091",44.03316582,-94.02016564
1321,Brown County,MN,1592,"25,425",44.24345629,-94.70621071
1322,Carlton County,MN,1294,"35,348",46.59781036,-92.65954209
1323,Carver County,MN,617,"93,707",44.82515983,-93.793189
1324,Cass County,MN,1476,"28,357",46.995887,-94.33284383
1325,Chippewa County,MN,2291,"12,135",45.026903,-95.5968934
1326,Chisago County,MN,931,"53,452",45.46735127,-92.87883864
1327,Clay County,MN,862,"60,155",46.8963682,-96.4820336
1328,Clearwater County,MN,2546,"8,703",47.61085525,-95.41145225
1329,Cook County,MN,2828,"5,185",47.753344,-90.45172783
1330,Cottonwood County,MN,2323,"11,597",43.97303983,-95.12188167
1331,Crow Wing County,MN,829,"62,882",46.4879644,-94.0939188
1332,Dakota County,MN,168,"405,088",44.71325946,-93.091983
1333,Dodge County,MN,1830,"20,231",44.03660667,-92.85631517
1334,Douglas County,MN,1265,"36,415",45.9340474,-95.4464811
1335,Faribault County,MN,2154,"14,263",43.67879273,-93.92759445
1336,Fillmore County,MN,1786,"20,834",43.6739005,-92.03994133
1337,Freeborn County,MN,1410,"31,054",43.70082477,-93.404654
1338,Goodhue County,MN,1043,"46,336",44.406926,-92.7184097
1339,Grant County,MN,2765,"5,944",45.93344583,-95.92928417
1340,Hennepin County,MN,35,"1,184,576",44.99503095,-93.5139219
1341,Houston County,MN,1883,"18,837",43.66780486,-91.470266
1342,Hubbard County,MN,1823,"20,347",47.00595525,-94.89773275
1343,Isanti County,MN,1212,"38,248",45.635618,-93.28940683
1344,Itasca County,MN,1063,"45,221",47.43081805,-93.53220159
1345,Jackson County,MN,2418,"10,281",43.7074872,-95.1970764
1346,Kanabec County,MN,2047,"16,005",45.8759905,-93.3502065
1347,Kandiyohi County,MN,1123,"42,379",45.136025,-95.012039
1348,Kittson County,MN,2869,"4,493",48.7254872,-96.85893
1349,Koochiching County,MN,2230,"13,208",48.2992525,-93.7671885
1350,Lac qui Parle County,MN,2671,"7,109",45.0220225,-96.22582025
1351,Lake County,MN,2373,"10,818",47.31013333,-91.45331017
1352,Lake of the Woods County,MN,2908,"3,973",48.81549333,-94.88835533
1353,Le Sueur County,MN,1504,"27,677",44.33840789,-93.71067889
1354,Lincoln County,MN,2779,"5,818",44.3748454,-96.2362374
1355,Lyon County,MN,1583,"25,543",44.4211552,-95.8717548
1356,McLeod County,MN,1275,"36,053",47.26581,-95.896205
1357,Mahnomen County,MN,2802,"5,536",48.32242271,-96.78247957
1358,Marshall County,MN,2476,"9,449",43.7062162,-94.5785603
1359,Martin County,MN,1816,"20,475",44.844778,-94.18504875
1360,Meeker County,MN,1688,"23,061",45.14507171,-94.51758757
1361,Mille Lacs County,MN,1577,"25,740",45.84594013,-93.61533325
1362,Morrison County,MN,1352,"33,052",46.00231583,-94.36330658
1363,Mower County,MN,1187,"39,372",43.66338029,-92.75832679
1364,Murray County,MN,2559,"8,577",43.9726575,-95.70541275
1365,Nicollet County,MN,1358,"32,929",44.2910624,-94.1838752
1366,Nobles County,MN,1754,"21,487",43.67055527,-95.80022655
1367,Norman County,MN,2713,"6,634",47.28985667,-96.55528067
1368,Olmsted County,MN,429,"147,066",44.0053305,-92.3996045
1369,Otter Tail County,MN,889,"57,288",46.39436133,-95.72988972
1370,Pennington County,MN,2171,"14,074",48.07848667,-96.05560633
1371,Pine County,MN,1447,"29,218",46.11680115,-92.860198
1372,Pipestone County,MN,2486,"9,345",43.97999825,-96.24314613
1373,Polk County,MN,1405,"31,416",47.70411325,-96.35607883
1374,Pope County,MN,2368,"10,892",45.66120083,-95.504978
1375,Ramsey County,MN,126,"520,152",44.967965,-93.092168
1376,Red Lake County,MN,2895,"4,087",47.8500035,-96.05619375
1377,Redwood County,MN,2054,"15,847",44.39846429,-95.30108136
1378,Renville County,MN,2083,"15,369",44.6980489,-94.9686631
1379,Rice County,MN,813,"64,854",44.37275438,-93.31170363
1380,Rock County,MN,2469,"9,553",43.66089717,-96.2390495
1381,Roseau County,MN,2076,"15,476",48.78884917,-95.852945
1382,St. Louis County,MN,315,"200,319",47.48121718,-92.48961089
1383,Scott County,MN,463,"135,152",44.65604029,-93.484194
1384,Sherburne County,MN,639,"89,455",45.449388,-93.75733967
1385,Sibley County,MN,2098,"15,123",44.59216443,-94.205389
1386,Stearns County,MN,415,"151,606",45.54651188,-94.60951271
1387,Steele County,MN,1268,"36,322",44.0204974,-93.2349172
1388,Stevens County,MN,2459,"9,663",45.5887874,-95.9802708
1389,Swift County,MN,2464,"9,594",45.27955243,-95.66369857
1390,Todd County,MN,1619,"24,509",46.058864,-94.911847
1391,Traverse County,MN,2944,"3,451",45.755943,-96.56262325
1392,Wabasha County,MN,1755,"21,476",44.26535367,-92.27134656
1393,Wadena County,MN,2190,"13,767",46.5730515,-94.97293883
1394,Waseca County,MN,1865,"19,237",44.00129475,-93.595446
1395,Washington County,MN,269,"244,088",45.03106107,-92.8926465
1396,Watonwan County,MN,2347,"11,187",43.980029,-94.63084643
1397,Wilkin County,MN,2716,"6,585",46.2968275,-96.455167
1398,Winona County,MN,961,"51,629",44.0103784,-91.8033242
1399,Wright County,MN,483,"127,336",45.17193819,-93.95959456
1400,Yellow Medicine County,MN,2429,"10,158",44.71405043,-95.73071943
1483,Adair County,MO,1582,"25,581",40.2065516,-92.5465366
1484,Andrew County,MO,1957,"17,417",39.98018875,-94.81480125
1485,Atchison County,MO,2805,"5,517",40.4224998,-95.416327
1486,Audrain County,MO,1580,"25,621",39.20726738,-91.71973513
1487,Barry County,MO,1287,"35,546",36.70322989,-93.924481
1488,Barton County,MO,2285,"12,337",37.4849072,-94.3779372
1489,Bates County,MO,1997,"16,709",38.2648085,-94.424903
1490,Benton County,MO,1876,"18,962",38.3702986,-93.3182956
1491,Bollinger County,MO,2281,"12,382",37.24854433,-90.03780367
1492,Boone County,MO,370,"168,535",38.996786,-92.314791
1493,Buchanan County,MO,637,"89,706",39.6609945,-94.817887
1494,Butler County,MO,1108,"43,053",36.71668967,-90.30443933
1495,Caldwell County,MO,2507,"9,145",39.64916614,-93.98028671
1496,Callaway County,MO,1081,"44,305",38.77720445,-91.94027391
1497,Camden County,MO,1089,"43,845",38.06318322,-92.74599733
1498,Cape Girardeau County,MO,710,"76,950",37.40228523,-89.73117762
1499,Carroll County,MO,2511,"9,086",39.42489243,-93.37840529
1500,Carter County,MO,2740,"6,262",36.93320525,-90.96022225
1501,Cass County,MO,586,"100,376",38.66099083,-94.352518
1502,Cedar County,MO,2187,"13,799",37.72565075,-93.91565175
1503,Chariton County,MO,2631,"7,649",39.51753938,-93.05769075
1504,Christian County,MO,689,"79,824",36.94697,-93.17795542
1505,Clark County,MO,2689,"6,969",40.40410033,-91.6740165
1506,Clay County,MO,282,"227,577",39.304404,-94.38659875
1507,Clinton County,MO,1813,"20,508",39.60521533,-94.45544133
1508,Cole County,MO,718,"76,363",38.47488429,-92.33051471
1509,Cooper County,MO,1950,"17,520",38.84196786,-92.77923629
1510,Crawford County,MO,1614,"24,832",37.9424285,-91.3218275
1511,Dade County,MO,2636,"7,568",37.3918155,-93.85032925
1512,Dallas County,MO,1996,"16,799",37.70206967,-93.08804767
1513,Daviess County,MO,2590,"8,239",39.97614911,-93.99435211
1514,DeKalb County,MO,2245,"12,940",39.88007338,-94.440658
1515,Dent County,MO,2069,"15,647",37.618943,-91.55766267
1516,Douglas County,MO,2208,"13,585",36.9421225,-92.5822715
1517,Dunklin County,MO,1392,"31,826",36.26101164,-90.11195645
1518,Franklin County,MO,579,"101,412",38.42598268,-91.01861626
1519,Gasconade County,MO,2109,"14,972",38.48291271,-91.52629329
1520,Gentry County,MO,2700,"6,777",40.17395133,-94.40403183
1521,Greene County,MO,237,"280,626",37.2773311,-93.3810235
1522,Grundy County,MO,2411,"10,338",40.12440225,-93.512619
1523,Harrison County,MO,2544,"8,728",40.40911488,-94.018232
1524,Henry County,MO,1726,"22,153",38.38064743,-93.80795729
1525,Hickory County,MO,2482,"9,391",37.93338114,-93.34352329
1526,Holt County,MO,2861,"4,655",40.0904148,-95.1928676
1527,Howard County,MO,2428,"10,169",39.1379362,-92.7466142
1528,Howell County,MO,1162,"40,629",36.7540967,-91.8993298
1529,Iron County,MO,2406,"10,374",37.60188314,-90.76955371
1530,Jackson County,MO,91,"677,377",39.01353467,-94.30711675
1531,Jasper County,MO,524,"115,258",37.18942869,-94.34181431
1532,Jefferson County,MO,288,"220,209",38.28601863,-90.52710626
1533,Johnson County,MO,920,"54,397",38.7192165,-93.7786525
1534,Knox County,MO,2896,"4,082",40.14840025,-92.2297065
1535,Laclede County,MO,1290,"35,417",37.608479,-92.59191283
1536,Lafayette County,MO,1351,"33,080",39.06875323,-93.76589523
1537,Lawrence County,MO,1209,"38,467",37.07277389,-93.82156778
1538,Lewis County,MO,2427,"10,174",40.06780963,-91.73711038
1539,Lincoln County,MO,932,"53,354",39.046916,-90.95766355
1540,Linn County,MO,2273,"12,484",39.85745778,-93.11835078
1541,Livingston County,MO,2103,"15,037",39.77558129,-93.55724557
1542,McDonald County,MO,1695,"22,876",39.8208343,-92.5671838
1543,Macon County,MO,2073,"15,573",37.452078,-90.286181
1544,Madison County,MO,2276,"12,448",38.16338075,-91.905251
1545,Maries County,MO,2520,"9,014",39.8346994,-91.5999756
1546,Marion County,MO,1457,"28,745",36.631634,-94.42429214
1547,Mercer County,MO,2928,"3,729",40.4142835,-93.5775005
1548,Miller County,MO,1615,"24,817",38.22560256,-92.433998
1549,Mississippi County,MO,2148,"14,322",36.84361717,-89.29478467
1550,Moniteau County,MO,2071,"15,625",38.63648071,-92.61877071
1551,Monroe County,MO,2546,"8,703",39.48231633,-91.97491017
1552,Montgomery County,MO,2298,"11,996",38.95634075,-91.43082075
1553,Morgan County,MO,1833,"20,117",38.402978,-92.85909075
1554,New Madrid County,MO,1897,"18,488",36.62718708,-89.70554438
1555,Newton County,MO,874,"59,069",36.89050464,-94.28532773
1556,Nodaway County,MO,1666,"23,419",40.33754542,-94.89313283
1557,Oregon County,MO,2359,"10,997",36.60530667,-91.530454
1558,Osage County,MO,2182,"13,858",38.4530505,-91.92968733
1559,Ozark County,MO,2462,"9,601",36.59097,-92.416356
1560,Pemiscot County,MO,1915,"18,111",36.19555182,-89.80788055
1561,Perry County,MO,1874,"19,018",37.67359817,-89.70109333
1562,Pettis County,MO,1125,"42,319",38.71299157,-93.26816214
1563,Phelps County,MO,1069,"44,987",37.80705014,-91.87611071
1564,Pike County,MO,1894,"18,565",39.37284788,-91.09047525
1565,Platte County,MO,628,"92,054",39.33272778,-94.75122722
1566,Polk County,MO,1411,"31,017",37.61293246,-93.42255069
1567,Pulaski County,MO,934,"53,259",37.830027,-92.203011
1568,Putnam County,MO,2843,"4,931",40.4877015,-93.016072
1569,Ralls County,MO,2419,"10,277",39.54107575,-91.45354625
1570,Randolph County,MO,1598,"25,330",39.426069,-92.44591263
1571,Ray County,MO,1687,"23,064",39.31392529,-94.01616857
1572,Reynolds County,MO,2711,"6,667",37.31402375,-91.04191725
1573,Ripley County,MO,2174,"14,036",36.6555655,-90.8307145
1574,St. Charles County,MO,180,"368,666",38.77041725,-90.70115675
1575,St. Clair County,MO,2474,"9,474",38.0598854,-93.7287476
1576,Ste. Genevieve County,MO,1932,"17,740",37.8466657,-90.4951823
1577,St. Francois County,MO,800,"65,917",38.64790021,-90.48885136
1578,St. Louis County,MO,41,"1,000,438",38.631501,-90.19231
1579,Saline County,MO,1673,"23,339",37.9018535,-90.159236
1580,Schuyler County,MO,2876,"4,370",39.13766867,-93.21922244
1581,Scotland County,MO,2846,"4,877",40.4400445,-92.5523935
1582,Scott County,MO,1193,"39,139",40.406772,-92.14365533
1583,Shannon County,MO,2580,"8,318",37.06889845,-89.57383482
1584,Shelby County,MO,2741,"6,234",37.0735385,-91.380252
1585,Stoddard County,MO,1431,"29,795",39.76959217,-92.09016
1586,Stone County,MO,1399,"31,568",36.91216091,-89.92980573
1587,Sullivan County,MO,2718,"6,546",36.74891129,-93.42350129
1588,Taney County,MO,941,"52,956",40.23878417,-93.06975333
1589,Texas County,MO,1574,"25,810",36.66110969,-93.07944375
1590,Vernon County,MO,1792,"20,748",37.32219638,-91.96411194
1591,Warren County,MO,1362,"32,753",37.76211586,-94.37660886
1592,Washington County,MO,1605,"25,095",38.7266996,-91.1202898
1593,Wayne County,MO,2219,"13,402",37.92010388,-90.7899325
1594,Webster County,MO,1267,"36,351",37.1153286,-90.433381
1595,Worth County,MO,3044,"2,079",37.23930083,-92.88829967
1596,Wright County,MO,1891,"18,629",40.503911,-94.474985
1597,"St. Louis, City of",MO,205,"318,172",37.251011,-92.47570629
1401,Adams County,MS,1386,"32,122",31.527752,-91.307025
1402,Alcorn County,MS,1243,"37,164",34.85443167,-88.52488167
1403,Amite County,MS,2243,"12,957",31.2226765,-90.8186985
1404,Attala County,MS,1867,"19,157",33.07318867,-89.59127733
1405,Benton County,MS,2543,"8,730",34.717951,-89.17621033
1406,Bolivar County,MS,1328,"33,904",33.81088913,-90.855541
1407,Calhoun County,MS,2120,"14,843",33.92160778,-89.33667144
1408,Carroll County,MS,2403,"10,423",33.4917375,-89.91102783
1409,Chickasaw County,MS,1958,"17,416",33.92785767,-88.95169683
1410,Choctaw County,MS,2575,"8,346",33.296347,-89.28744067
1411,Claiborne County,MS,2484,"9,349",31.97327867,-90.89116933
1412,Clarke County,MS,2008,"16,556",32.0560568,-88.771091
1413,Clay County,MS,1819,"20,427",33.640203,-88.681556
1414,Coahoma County,MS,1579,"25,709",34.24145973,-90.57678527
1415,Copiah County,MS,1452,"28,955",31.8967694,-90.3562408
1416,Covington County,MS,1852,"19,607",31.636172,-89.56813033
1417,DeSoto County,MS,376,"166,234",34.91184771,-90.01989129
1418,Forrest County,MS,711,"76,894",31.25280733,-89.254106
1419,Franklin County,MS,2604,"7,918",31.47891867,-90.952118
1420,George County,MS,1693,"22,930",30.866791,-88.649035
1421,Greene County,MS,2151,"14,311",31.20630475,-88.699189
1422,Grenada County,MS,1744,"21,682",33.758651,-89.8146726
1423,Hancock County,MS,1062,"45,255",30.321566,-89.43518
1424,Harrison County,MS,328,"194,029",30.4458624,-89.119378
1425,Hinds County,MS,264,"248,643",32.29301938,-90.37070038
1426,Holmes County,MS,1884,"18,796",33.10367971,-90.028723
1427,Humphreys County,MS,2504,"9,189",33.1270258,-90.537522
1428,Issaquena County,MS,3090,"1,386",32.711257,-90.952716
