County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Otero County,CO,1888,18698.0,38.02877367,-103.730325,72.4912858156,84.6755560513,84.6755560513,764.432394146
Ouray County,CO,2867,4530.0,38.132559,-107.728036,88.7827109758,88.7827109758,88.7827109758,455.872194555
Park County,CO,2045,16029.0,39.1768777,-105.7416875,92.240308307,92.240308307,92.240308307,554.529297229
Phillips County,CO,2877,4367.0,40.6018665,-102.4066428,190.912497097,213.631118116,213.631118116,808.040544119
Pitkin County,CO,1965,17263.0,39.2410832,-106.8363694,48.5709094029,154.848130285,154.848130285,463.033496644
Prowers County,CO,2280,12389.0,38.0183464,-102.4122948,64.0568156965,64.0568156965,64.0568156965,739.434009111
Pueblo County,CO,390,160852.0,38.119494,-104.5484865,0.0,82.6120543008,82.6120543008,695.131413423
Rio Blanco County,CO,2694,6857.0,39.9520975,-108.3471925,96.348604311,250.098533637,250.098533637,315.378330833
Rio Grande County,CO,2302,11943.0,37.61731175,-106.4315005,122.15776969,122.15776969,122.15776969,581.283638105
Routt County,CO,1674,23334.0,40.31845586,-106.9713084,78.3105863983,143.418366656,216.432455658,424.06380152
Saguache County,CO,2739,6304.0,38.12978667,-106.061172,61.8260630811,61.8260630811,61.8260630811,577.26530604
San Juan County,CO,3130,690.0,37.848391,-107.680381,81.0399601829,81.0399601829,81.0399601829,479.204077596
San Miguel County,CO,2635,7580.0,37.9688412,-108.19474,44.8675477616,44.8675477616,44.8675477616,436.646386903
Sedgwick County,CO,3017,2383.0,40.87562667,-102.3834883,198.40720679,231.362287345,231.409399472,808.919024754
Summit County,CO,1492,28044.0,39.5676525,-106.0594435,52.2473493526,85.3134028434,126.684817012,515.861999016
Teller County,CO,1668,23389.0,38.8509316,-105.1649786,56.9731561003,56.9731561003,56.9731561003,613.715381901
Washington County,CO,2855,4766.0,39.86798533,-103.2269897,119.045724971,119.045724971,119.045724971,747.142116753
Weld County,CO,253,263691.0,40.39517473,-104.6425051,0.0,60.6178693419,82.330472822,620.381567361
Yuma County,CO,2434,10119.0,39.92061243,-102.4855453,168.69664934,168.69664934,168.69664934,808.9372351
Fairfield County,CT,51,933835.0,41.23543164,-73.3791397,0.0,0.0,0.0,51.3971189751
Hartford County,CT,57,897259.0,41.80521466,-72.75282757,0.0,0.0,0.0,119.605285112
Litchfield County,CT,338,187530.0,41.787451,-73.22323053,0.0,39.1469737946,39.1469737946,110.984401909
Middlesex County,CT,380,165602.0,41.45837573,-72.52907632,0.0,35.9251471156,35.9251471156,94.4963530933
New Haven County,CT,60,862813.0,41.39854811,-72.95144993,0.0,0.0,0.0,71.5080564048
New London County,CT,243,274170.0,41.48460792,-72.08450453,0.0,64.0973471668,64.0973471668,122.916816594
Tolland County,CT,416,151539.0,41.81806139,-72.34722789,0.0,33.7333228255,33.7333228255,117.904664078
Windham County,CT,516,117599.0,41.84027874,-71.96859069,0.0,36.7236508089,36.7236508089,92.0745868849
Kent County,DE,373,167626.0,39.09317641,-75.57752176,0.0,42.2573155738,42.2573155738,42.2573155738
New Castle County,DE,116,546076.0,39.63416018,-75.628791,0.0,0.0,0.0,49.936332314
Sussex County,DE,308,203390.0,38.65272543,-75.30541183,0.0,43.8389495051,43.8389495051,92.564361066
Alachua County,FL,263,251417.0,29.7051589,-82.3669268,0.0,57.8965487033,105.937309148,151.758911256
Baker County,FL,1528,27086.0,30.3096595,-82.234791,53.4876240754,68.0179782717,68.0179782717,205.29944059
Bay County,FL,363,171903.0,30.21643114,-85.62468071,0.0,174.13184527,373.210500201,408.616158203
Bradford County,FL,1529,27049.0,29.9422862,-82.1741776,30.5744857927,75.1494521038,75.1494521038,165.461197646
Brevard County,FL,115,547307.0,28.22806194,-80.66269141,0.0,0.0,0.0,88.9405376431
Broward County,FL,17,1815137.0,26.14976483,-80.20679817,0.0,0.0,0.0,0.0
Calhoun County,FL,2127,14723.0,30.466579,-85.126146,55.3793684639,214.892141657,346.177514271,391.238204678
Charlotte County,FL,386,162449.0,26.8933452,-82.1511654,0.0,39.3516438871,39.3516438871,114.860178264
Citrus County,FL,449,139360.0,28.853021,-82.4521866,0.0,57.3397924874,99.8358453778,99.8358453778
Clay County,FL,327,194345.0,29.95548243,-81.85782329,0.0,51.5560182004,51.5560182004,156.872119497
Collier County,FL,197,332427.0,25.92430017,-81.35980133,0.0,0.0,94.7586148411,113.581722934
Columbia County,FL,781,67966.0,30.158677,-82.657056,57.5506508569,110.189936571,110.189936571,209.089294131
DeSoto County,FL,1308,34712.0,27.1949865,-81.837191,45.6892235864,57.7137670313,69.9929996849,94.3030652793
Dixie County,FL,2036,16126.0,29.55455325,-83.10679675,73.5696663909,105.740025846,174.554111888,191.861748414
Duval County,FL,59,879602.0,30.32151225,-81.52772375,0.0,0.0,0.0,193.114310116
Escambia County,FL,215,302715.0,30.69782767,-87.350556,0.0,0.0,324.190811158,575.676737731
Flagler County,FL,596,98359.0,29.459369,-81.26667167,44.6381457708,45.7674193945,98.8395379398,99.6461357407
Franklin County,FL,2318,11686.0,29.82630575,-84.7503575,77.9852121466,267.125200417,282.285586449,316.045351738
Gadsden County,FL,1039,46528.0,30.58467433,-84.619558,43.9663191173,262.087120989,298.375009786,369.291108765
Gilchrist County,FL,1993,16815.0,29.711863,-82.8383795,45.6270877958,90.068112806,143.365296552,182.348379024
Glades County,FL,2235,13107.0,26.91646,-81.2523445,81.1918449394,81.1918449394,81.1918449394,119.6835434
Gulf County,FL,2061,15718.0,29.978942,-85.2252935,46.6385106616,219.343624341,326.954174458,362.07843391
Hamilton County,FL,2128,14708.0,30.47904667,-82.96916567,47.4798524329,139.613397837,139.613397837,255.334348815
Hardee County,FL,1513,27514.0,27.50719075,-81.81403625,53.3688984819,53.3688984819,53.3688984819,69.2444443434
Hendry County,FL,1234,37447.0,26.644573,-81.339894,63.6927980955,63.6927980955,63.6927980955,122.37334486
Hernando County,FL,360,173422.0,28.5953195,-82.3321025,0.0,35.3393516955,75.3806528898,75.3806528898
Highlands County,FL,598,98128.0,27.3557472,-81.3644772,73.9849456873,73.9849456873,73.9849456873,114.990381577
Hillsborough County,FL,29,1277746.0,27.91524128,-82.34577761,0.0,0.0,0.0,0.0
Holmes County,FL,1845,19804.0,30.86093225,-85.82805125,64.6925133246,146.855684127,318.25208638,469.910838379
Indian River County,FL,446,140567.0,27.7348666,-80.508459,0.0,56.7225312093,56.7225312093,133.586173271
Jackson County,FL,1000,48968.0,30.82151473,-85.19252682,38.7417791594,207.067318172,331.665799082,424.418149224
Jefferson County,FL,2157,14256.0,30.38157,-83.861403,35.9753607603,213.479759224,224.464962877,305.425707395
Lafayette County,FL,2532,8804.0,30.0948725,-83.1670185,82.3949686277,141.279012553,159.823819698,234.713478934
Lake County,FL,214,303186.0,28.77805176,-81.73093957,0.0,0.0,33.0380014459,33.0380014459
Lee County,FL,96,645293.0,26.57545443,-81.97477336,0.0,0.0,0.0,152.93745549
Leon County,FL,233,283769.0,30.3688885,-84.235388,0.0,242.946254844,260.39030019,328.265533223
Levy County,FL,1172,40025.0,29.26365556,-82.73614467,53.2555289676,64.3351495252,143.375567784,144.166034548
Liberty County,FL,2587,8276.0,30.35409,-84.913242,65.1858191039,236.995850969,325.552014913,368.06762393
Madison County,FL,1878,18907.0,30.5128585,-83.3987905,38.659480084,181.017357393,181.017357393,283.80265762
Manatee County,FL,196,333895.0,27.47722362,-82.53157385,0.0,0.0,51.883117923,51.883117923
Marion County,FL,195,335125.0,29.24983221,-82.07442784,0.0,0.0,94.2970819099,94.2970819099
Martin County,FL,423,148817.0,27.1389682,-80.3044534,0.0,66.2382768582,66.2382768582,66.2382768582
Miami-Dade County,FL,7,2591035.0,25.78361467,-80.23743167,0.0,0.0,0.0,0.0
Monroe County,FL,730,74809.0,24.78392673,-81.06740273,129.711684088,129.711684088,138.748892245,138.748892245
Nassau County,FL,733,74629.0,30.5958512,-81.7822622,39.0199798299,39.0199798299,39.0199798299,225.397736443
Okaloosa County,FL,333,190083.0,30.636708,-86.60722785,0.0,71.5577011213,328.626346877,512.258148079
Okeechobee County,FL,1183,39467.0,27.420316,-80.945361,51.9912871604,93.1508224916,93.1508224916,125.5581668
Orange County,FL,33,1202234.0,28.57981677,-81.47848985,0.0,0.0,0.0,0.0
Osceola County,FL,229,287416.0,28.18354825,-81.35632775,0.0,38.2128978303,38.2128978303,45.5196746884
Palm Beach County,FL,27,1356545.0,26.56599163,-80.1143435,0.0,0.0,0.0,0.0
Pasco County,FL,141,470391.0,28.30193123,-82.47342746,0.0,0.0,44.6514318703,44.6514318703
Pinellas County,FL,53,921319.0,27.97030553,-82.7681814,0.0,0.0,0.0,42.015812936
Polk County,FL,105,616158.0,27.969076,-81.66074333,0.0,0.0,0.0,67.6805558779
Putnam County,FL,741,73263.0,29.59448469,-81.72577969,38.4310324937,51.0300969608,82.8286891143,115.010938125
St. Johns County,FL,312,202188.0,29.833285,-81.437841,0.0,54.8111788506,54.8111788506,138.989637829
St. Lucie County,FL,232,283866.0,27.36231,-80.4237455,0.0,93.428955932,93.428955932,93.428955932
Santa Rosa County,FL,397,158512.0,30.674234,-87.0215278,0.0,31.6343913392,323.896255418,547.543546204
Sarasota County,FL,174,386147.0,27.16492443,-82.41862086,0.0,0.0,78.81061945,83.4549164352
Seminole County,FL,158,430838.0,28.7133501,-81.2798388,0.0,0.0,24.4178521438,24.4178521438
Sumter County,FL,576,101620.0,28.75436788,-82.08349975,0.0,34.5299980246,62.2230380661,62.2230380661
Suwannee County,FL,1094,43656.0,30.1390128,-82.9423148,73.4838335047,129.497073717,137.666125277,223.759819545
Taylor County,FL,1697,22744.0,29.92339475,-83.52026225,84.7693025833,158.730575735,197.019549677,248.115710654
Union County,FL,2091,15212.0,29.99803467,-82.326767,32.6963681732,84.9155579012,84.9155579012,177.492736036
Volusia County,FL,135,496950.0,29.04760663,-81.23152288,0.0,0.0,57.1769350253,57.1769350253
Wakulla County,FL,1414,30818.0,30.1280492,-84.3807674,30.1428896105,243.517112682,275.485691784,315.346055605
Walton County,FL,886,57582.0,30.69215817,-86.193771,40.0984859165,110.829256605,327.75650834,484.180931976
Washington County,FL,1613,24892.0,30.6047752,-85.7142134,43.9027140657,157.180933902,348.622452897,442.728496513
Appling County,GA,1903,18368.0,31.744012,-82.2728745,117.251370222,173.013624854,173.013624854,359.013604544
Atkinson County,GA,2586,8284.0,31.33522567,-82.88987933,64.9626266479,172.087338327,172.087338327,334.437179518
Bacon County,GA,2346,11198.0,31.576952,-82.461197,111.077589035,165.315127713,165.315127713,345.482632552
Baker County,GA,2951,3366.0,31.37168,-84.338325,89.8643921466,264.458656261,264.458656261,414.636416796
Baldwin County,GA,1042,46367.0,33.0474685,-83.2429915,40.9486461942,123.446065425,123.446065425,523.271409902
Banks County,GA,1907,18316.0,34.36541,-83.503056,29.1514168077,66.6584869826,66.6584869826,506.974672272
Barrow County,GA,760,70169.0,33.9825555,-83.709069,29.8772075382,29.8772075382,29.8772075382,551.927565584
Bartow County,GA,583,100661.0,34.22817125,-84.84891438,0.0,40.733243612,40.733243612,603.4888432
Ben Hill County,GA,1946,17538.0,31.748753,-83.235412,90.1085541047,227.190018264,227.190018264,389.915023676
Berrien County,GA,1871,19041.0,31.2713025,-83.25590975,48.3778702984,196.068549098,196.068549098,344.178856877
Bibb County,GA,402,156462.0,32.827949,-83.595066,0.0,121.39173256,121.39173256,512.721902407
Bleckley County,GA,2249,12913.0,32.383904,-83.321095,35.6853059909,176.919097002,176.919097002,457.305303562
Brantley County,GA,1893,18587.0,31.19838525,-81.94452325,105.086190745,105.086190745,105.086190745,293.738714654
Brooks County,GA,2079,15403.0,30.833057,-83.59060775,33.1107595336,205.840169654,205.840169654,322.716022868
Bryan County,GA,1385,32214.0,32.04024367,-81.475017,36.313572669,167.442084588,190.626461938,383.615639656
Bulloch County,GA,746,72694.0,32.431842,-81.81385075,79.3377598627,180.003484597,235.562355467,428.25096328
Burke County,GA,1684,23125.0,33.04114733,-81.95874817,39.3510954822,140.507180442,217.547356946,496.740290765
Butts County,GA,1662,23524.0,33.29312333,-83.96937767,25.1881029771,59.4204889046,59.4204889046,574.164573853
Calhoun County,GA,2723,6504.0,31.50156875,-84.63635475,69.2856795371,250.020154929,250.020154929,444.540650532
Camden County,GA,963,51402.0,30.90613483,-81.67767517,66.3886287702,66.3886287702,66.3886287702,258.586828943
Candler County,GA,2352,11117.0,32.4068645,-82.0674295,99.5134778397,203.816062479,236.846670044,428.01848818
Carroll County,GA,540,111580.0,33.62058638,-85.07113038,0.0,53.5341137166,53.5341137166,655.480968412
Catoosa County,GA,810,65046.0,34.933485,-85.14484367,15.9574094764,26.6138267994,122.847010033,575.097991924
Charlton County,GA,2225,13295.0,30.64483,-82.0963895,65.3142353525,65.3142353525,65.3142353525,236.59174947
Chatham County,GA,239,276434.0,32.06430175,-81.091539,0.0,136.191160533,197.648994627,388.070585813
Chattahoochee County,GA,2239,13037.0,32.292547,-84.736706,28.6325279442,163.543146586,163.543146586,517.005587399
Chattooga County,GA,1578,25725.0,34.4818855,-85.37885425,53.2234188496,79.4521381914,94.2674764723,630.466117077
Cherokee County,GA,286,221315.0,34.2521308,-84.4903162,0.0,38.928539238,38.928539238,577.780583844
Clarke County,GA,507,120266.0,33.9618185,-83.3229245,0.0,65.415122839,65.415122839,532.354874996
Clay County,GA,2967,3116.0,31.5968565,-84.954577,55.3738480246,242.979867268,242.979867268,473.378264473
Clayton County,GA,251,265888.0,33.557461,-84.33097943,0.0,25.4893441474,25.4893441474,615.284380046
Clinch County,GA,2706,6718.0,31.03693425,-82.775995,50.0577018253,143.517924509,143.517924509,299.855535251
Cobb County,GA,84,707442.0,33.91684043,-84.61489929,0.0,0.0,0.0,612.384629228
Coffee County,GA,1103,43170.0,31.5700118,-82.8273422,90.6671169363,185.960886285,185.960886285,356.061726174
Colquitt County,GA,1046,46137.0,31.19533571,-83.77081043,64.1949358068,235.594219486,235.594219486,364.789808696
Columbia County,GA,476,131627.0,33.5151322,-82.242509,0.0,127.795447642,172.720221294,525.840928579
Cook County,GA,1988,16923.0,31.1689805,-83.4198335,40.6308820957,204.090170054,204.090170054,342.83576156
Coweta County,GA,478,130929.0,33.31974638,-84.70516838,0.0,51.9189903423,51.9189903423,609.184059959
Crawford County,GA,2266,12600.0,32.74325325,-83.9321485,32.944750981,118.229506465,118.229506465,517.975479936
Crisp County,GA,1658,23606.0,31.8833955,-83.7565325,64.7001797329,214.850493027,214.850493027,426.823165009
Dade County,GA,2013,16490.0,34.86952967,-85.48408333,43.9534518444,45.3010706411,132.501186123,592.336149925
Dawson County,GA,1713,22422.0,34.453661,-84.155043,29.4759829963,56.539465362,56.539465362,540.146911668
Decatur County,GA,1514,27509.0,30.8622366,-84.5703536,63.4271364869,266.745165824,297.897030121,391.550597318
DeKalb County,GA,86,707089.0,33.7760777,-84.246262,0.0,0.0,0.0,601.165453161
Dodge County,GA,1766,21329.0,32.19524975,-83.13341875,60.1674827477,203.85011495,203.85011495,431.189549066
Dooly County,GA,2149,14318.0,32.1701178,-83.8189018,34.8225952763,182.532272407,182.532272407,457.15521364
Dougherty County,GA,613,94501.0,31.560674,-84.176751,110.274790379,244.907441701,244.907441701,420.523937655
Douglas County,GA,468,133971.0,33.70487033,-84.72323467,0.0,21.9916643528,21.9916643528,636.401032699
Early County,GA,2391,10594.0,31.25730475,-84.8689605,37.789282035,245.032640598,278.986432456,441.855593056
Echols County,GA,2907,3988.0,30.768894,-83.037116,21.1610973764,153.088127384,153.088127384,285.723095077
Effingham County,GA,933,53293.0,32.299728,-81.346969,35.5218615762,143.247725936,220.008162451,412.582990049
Elbert County,GA,1850,19684.0,34.15971967,-82.913824,43.6838794353,96.1952194029,105.58491249,492.878780027
Emanuel County,GA,1694,22898.0,32.53847957,-82.32667343,96.2784948319,205.713822618,223.333929647,446.34038243
Evans County,GA,2381,10689.0,32.158937,-81.90720233,77.6928439551,197.933554796,206.904033509,398.910235141
Fannin County,GA,1663,23492.0,34.8992578,-84.337855,57.0178152608,80.3000012351,108.535020634,519.04612977
Fayette County,GA,552,107524.0,33.4055274,-84.5184342,0.0,38.591220378,38.591220378,608.642377928
Floyd County,GA,607,96177.0,34.25921486,-85.20811814,33.2685788458,66.6302115387,66.6302115387,659.377093121
Forsyth County,GA,337,187928.0,34.193041,-84.092588,0.0,27.065610227,27.065610227,557.084320846
Franklin County,GA,1737,21894.0,34.339872,-83.1783488,44.004120275,89.4679035681,89.4679035681,490.639099048
Fulton County,GA,43,977773.0,33.75281029,-84.49298257,0.0,0.0,0.0,618.124991044
Gilmer County,GA,1484,28190.0,34.69742067,-84.45574967,49.4984137456,82.6891717333,87.8186859861,541.808372004
Glascock County,GA,2966,3142.0,33.227532,-82.615451,47.1378625514,154.134370579,154.134370579,526.609634404
Glynn County,GA,682,81022.0,31.1755715,-81.422725,95.2176889312,95.2176889312,95.2176889312,287.791068329
Gordon County,GA,905,55766.0,34.51894557,-84.86458086,32.2875197552,70.6410332402,70.6410332402,583.13399617
Grady County,GA,1590,25440.0,30.824724,-84.29745633,50.884461523,271.477618041,271.477618041,369.215075247
Greene County,GA,2039,16092.0,33.553731,-83.1174675,49.1036984571,95.5713217196,95.5713217196,559.747392743
Gwinnett County,GA,63,842046.0,33.95455409,-84.03059809,0.0,0.0,0.0,573.158451015
Habersham County,GA,1099,43520.0,34.59088783,-83.53422183,38.4556764178,84.0945575924,84.0945575924,489.905608145
Hall County,GA,340,185416.0,34.336011,-83.81791875,0.0,46.638366951,46.638366951,528.356796957
Hancock County,GA,2522,8996.0,33.257068,-83.08922,67.0634970295,116.695639806,116.695639806,540.906894185
Haralson County,GA,1473,28400.0,33.7874408,-85.22624,23.4365598401,58.3683739882,58.3683739882,698.564105744
Harris County,GA,1373,32550.0,32.74652986,-84.83199057,26.7271117266,115.990378253,115.990378253,562.654096008
Hart County,GA,1585,25518.0,34.372582,-82.9874565,35.5172818192,81.1658338968,106.778281162,477.29990607
Heard County,GA,2321,11633.0,33.2176095,-85.1523165,43.1729091423,85.3144067742,85.3144067742,622.575369378
Henry County,GA,300,209053.0,33.451733,-84.16309575,0.0,36.7933953044,36.7933953044,597.821623865
Houston County,GA,435,146136.0,32.46398814,-83.68856414,0.0,154.546479295,154.546479295,479.976834447
